City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Iquique,CL,-20.2208,-70.1431,60.84,73,1,0.67,clear sky
463,Biu,NG,10.6129,12.1946,64.81,98,100,4.32,moderate rain
464,Quang Ngai,VN,15.1167,108.8,95.38,45,67,8.66,broken clouds
465,Del Rio,US,29.3627,-100.8968,84.31,74,1,0.0,clear sky
466,Jamiltepec,MX,16.2833,-97.8167,73.11,94,74,1.86,broken clouds
467,Puerto Escondido,MX,15.85,-97.0667,80.62,85,87,2.59,overcast clouds
468,Tura,IN,25.5198,90.2201,73.9,96,100,7.02,overcast clouds
469,Bayangol,RU,50.6977,103.4656,61.25,61,89,2.21,overcast clouds
470,Log,RU,49.4844,43.8613,80.49,28,0,7.07,clear sky
471,Lengshuitan,CN,26.4111,111.5956,90.79,61,19,4.81,few clouds
472,Varhaug,NO,58.6147,5.6457,54.95,74,53,23.04,broken clouds
473,Bilma,NE,18.6853,12.9164,90.07,32,66,6.38,broken clouds
474,Kristiinankaupunki,FI,62.2743,21.376,56.1,90,100,4.07,overcast clouds
475,Westport,US,41.1415,-73.3579,79.05,94,75,1.01,broken clouds
476,Adeje,ES,28.1227,-16.726,90.48,20,0,11.5,clear sky
477,Harper,LR,4.375,-7.7169,74.66,82,99,3.94,overcast clouds
478,Nouadhibou,MR,20.931,-17.0347,70.75,86,83,6.13,broken clouds
479,Sydney Mines,CA,46.2367,-60.2177,71.01,88,75,1.01,broken clouds
480,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.82,42,4,1.74,clear sky
481,Omboue,GA,-1.5746,9.2618,73.54,88,100,8.12,moderate rain
482,Ishigaki,JP,24.3448,124.1572,86.13,84,75,6.91,broken clouds
483,Benjamin Aceval,PY,-24.9667,-57.5667,82.54,34,0,6.78,clear sky
484,Upata,VE,8.0086,-62.3989,71.19,97,100,2.37,overcast clouds
485,Monterrey,MX,25.6667,-100.3167,87.71,68,54,4.94,broken clouds
486,Urucara,BR,-2.5364,-57.76,76.37,71,24,2.33,few clouds
487,Bichena,ET,10.45,38.2,53.28,82,68,3.2,broken clouds
488,Cehegin,ES,38.0924,-1.7985,68.23,92,15,0.49,few clouds
489,Vallenar,CL,-28.5708,-70.7581,59.07,47,62,1.25,broken clouds
490,Faya,SA,18.3851,42.4509,68.52,50,62,1.48,broken clouds
491,Yeppoon,AU,-23.1333,150.7333,74.98,79,64,16.37,broken clouds
492,Goundam,ML,16.4145,-3.6708,83.03,61,58,12.15,broken clouds
493,Lekoni,GA,-1.5843,14.2591,71.8,86,83,7.65,broken clouds
494,Shimoda,JP,34.6667,138.95,86.36,71,37,10.31,scattered clouds
495,Tanggulangin,ID,-7.4996,112.6999,93.16,59,20,6.91,few clouds
496,Ornes,NO,66.8689,13.7078,52.84,96,100,1.19,overcast clouds
497,Tamandare,BR,-8.7597,-35.1047,72.66,87,27,9.48,scattered clouds
498,Placido De Castro,BR,-10.3353,-67.1856,77.83,43,25,0.6,moderate rain
499,Kuusamo,FI,65.9667,29.1833,55.44,88,90,14.97,overcast clouds
500,Goulburn,AU,-34.75,149.7167,59.59,51,97,9.95,overcast clouds
501,Lamu,KE,-2.2717,40.902,77.22,77,97,14.56,overcast clouds
502,Querfurt,DE,51.3833,11.6,62.33,86,41,9.42,scattered clouds
503,Nanortalik,GL,60.1432,-45.2371,48.11,90,100,8.48,light rain
504,Bonthe,SL,7.5264,-12.505,76.93,81,99,7.23,overcast clouds
505,Eucaliptus,BO,-17.5833,-67.5167,44.78,59,0,3.62,clear sky
506,Boone,US,39.0334,-92.3335,74.86,81,1,6.96,clear sky
507,Asosa,ET,10.0667,34.5333,59.94,97,100,3.71,light rain
508,North Bend,US,43.4065,-124.2243,59.16,82,1,12.66,clear sky
509,Lodja,CD,-3.4833,23.4333,68.11,93,28,1.66,scattered clouds
510,Qarqin,AF,37.4185,66.0436,85.19,15,0,8.52,clear sky
511,Erdaojiang,CN,41.7764,126.0319,81.03,57,4,4.94,clear sky
512,Tocopilla,CL,-22.092,-70.1979,58.95,71,0,1.81,clear sky
513,Puerto El Triunfo,SV,13.2833,-88.55,81.52,87,100,2.06,overcast clouds
514,Turukhansk,RU,65.8167,87.9833,49.59,74,98,13.24,light rain
515,Ustyuzhna,RU,58.8394,36.4321,57.02,80,93,6.22,overcast clouds
516,Vung Tau,VN,10.346,107.0843,84.9,67,85,6.15,overcast clouds
517,Valparaiso,CL,-33.0393,-71.6273,54.52,100,90,3.44,mist
518,Bereda,ES,43.2686,-7.5406,58.41,93,95,5.5,overcast clouds
519,Sonoita,MX,31.85,-112.8333,85.53,38,12,16.53,few clouds
520,Deer Lake,CA,49.1667,-57.4316,67.86,83,75,14.97,broken clouds
521,Nishihara,JP,26.1842,127.7558,81.68,86,90,10.36,thunderstorm
522,Erzin,TR,36.9559,36.2,80.01,81,42,1.23,scattered clouds
523,Raga,SS,8.4596,25.678,66.33,97,63,4.36,broken clouds
524,Broome,US,42.2506,-75.833,74.01,89,90,3.0,light rain
525,Mizdah,LY,31.4451,12.9801,75.81,52,2,3.76,clear sky
526,Merauke,ID,-8.4667,140.3333,80.87,74,88,17.22,overcast clouds
527,Jiayuguan,CN,39.8167,98.3,74.23,26,1,5.26,clear sky
528,Kalianget,ID,-7.05,113.9333,84.54,59,98,10.56,overcast clouds
529,Takoradi,GH,4.8845,-1.7554,73.38,89,86,6.2,overcast clouds
530,Marquard,ZA,-28.6645,27.4305,41.38,51,0,3.65,clear sky
531,Great Falls,US,47.5002,-111.3008,48.92,96,20,0.0,few clouds
532,Ilulissat,GL,69.2167,-51.1,42.82,81,100,0.0,overcast clouds
533,Surt,LY,31.2089,16.5887,81.36,75,0,9.35,clear sky
534,Megion,RU,61.0296,76.1136,55.42,69,69,4.59,light rain
535,Oktyabrskiy,RU,54.4815,53.471,83.08,33,7,4.18,clear sky
536,San Ramon,US,37.7799,-121.978,68.38,71,40,12.66,smoke
537,Karratha,AU,-20.7377,116.8463,85.24,21,1,1.34,clear sky
538,Paita,PE,-5.0892,-81.1144,64.83,87,78,10.87,broken clouds
539,Malinovoye Ozero,RU,51.6753,79.7825,74.52,53,97,7.63,overcast clouds
540,Pathein,MM,16.7833,94.7333,85.86,69,97,6.31,overcast clouds
541,Grootfontein,NA,-19.5667,18.1167,47.77,31,0,4.61,clear sky
542,Flin Flon,CA,54.7682,-101.865,53.96,52,96,4.59,overcast clouds
543,Fortuna,US,40.5982,-124.1573,58.86,68,90,1.01,overcast clouds
544,Aquin,HT,18.2833,-73.4,78.71,79,87,1.21,overcast clouds
545,Galle,LK,6.0367,80.217,80.06,82,94,13.04,overcast clouds
546,Terney,RU,45.0503,136.6092,74.21,66,0,8.84,clear sky
547,Saint-Augustin,CA,51.226,-58.6502,69.87,71,14,9.31,few clouds
548,Khani,GE,41.9563,42.9566,65.77,66,33,3.22,scattered clouds
549,Inyonga,TZ,-6.7167,32.0667,62.19,67,5,2.91,clear sky
550,Xiazhen,CN,34.8022,117.1117,83.41,64,93,5.59,light rain
551,Omsukchan,RU,62.5333,155.8,56.07,71,100,11.21,overcast clouds
552,Lovington,US,32.944,-103.3485,77.18,72,73,1.01,broken clouds
553,Paamiut,GL,61.994,-49.6678,44.04,96,100,16.93,light rain
554,Phaltan,IN,17.9833,74.4333,74.37,78,100,5.41,moderate rain
555,Coahuayana,MX,18.7333,-103.6833,77.59,92,100,2.51,overcast clouds
556,Batsfjord,NO,70.6345,29.7185,48.65,97,100,22.88,overcast clouds
557,Nara,JP,34.6851,135.8049,72.68,80,100,3.4,heavy intensity rain
558,Alekseyevskoye,RU,55.3071,50.1135,79.48,54,3,5.84,clear sky
559,Havre-Saint-Pierre,CA,50.2334,-63.5986,60.8,94,1,4.61,clear sky
560,Bahar,IR,34.9072,48.4414,62.76,34,0,2.3,clear sky
561,Port Lincoln,AU,-34.7333,135.8667,65.97,45,79,16.44,broken clouds
562,Tezu,IN,27.9167,96.1667,75.87,100,100,1.79,light rain
563,Carbonia,IT,39.1672,8.5222,67.15,83,0,6.87,clear sky
564,Portland,US,45.5234,-122.6762,74.86,56,75,3.0,broken clouds
565,Burgersdorp,ZA,-30.9977,26.3286,41.63,66,4,4.38,clear sky
566,Jinhua,CN,29.1078,119.6547,87.89,63,83,3.09,broken clouds
567,Miri,MY,4.4148,114.0089,86.14,74,40,8.05,scattered clouds
568,Teya,RU,60.3778,92.6267,59.99,87,73,3.29,light rain
569,Puerto Carreno,CO,6.189,-67.4859,75.31,93,93,7.02,heavy intensity rain
570,Cabedelo,BR,-6.9811,-34.8339,70.47,87,0,11.9,clear sky
571,Canutama,BR,-6.5339,-64.3831,79.02,54,72,3.11,light rain
572,Abilene,US,32.4487,-99.7331,79.5,80,75,1.99,broken clouds
573,Puerto Madryn,AR,-42.7692,-65.0385,55.04,38,100,14.85,overcast clouds
574,Funadhoo,MV,6.15,73.2667,80.89,79,45,10.31,scattered clouds
575,Vao,NC,-22.6667,167.4833,69.04,78,99,15.64,light rain
576,Bhatkal,IN,13.9667,74.5667,77.25,86,100,3.04,overcast clouds
577,Fairbanks,US,64.8378,-147.7164,58.96,60,1,0.0,clear sky
578,Zeya,RU,53.75,127.2667,74.34,71,100,10.22,overcast clouds
579,Whitehorse,CA,60.7161,-135.0538,56.17,71,75,4.61,broken clouds
580,Sangin,AF,32.0728,64.8359,85.48,10,0,10.02,clear sky
581,Ruwi,OM,23.5996,58.5507,87.49,76,5,2.95,clear sky
582,Whitefish,US,48.4111,-114.3376,55.42,79,75,4.61,broken clouds
583,Marrakesh,MA,31.6315,-8.0083,71.67,49,0,5.75,clear sky
584,Angoche,MZ,-16.2325,39.9086,67.64,91,5,4.83,clear sky
585,Horodnytsya,UA,50.807,27.3168,52.72,78,72,5.12,broken clouds
586,Erie,US,42.7667,-78.6664,72.41,96,100,1.99,overcast clouds
587,Klaeng,TH,12.7797,101.6483,88.92,61,87,5.37,overcast clouds
588,Bafoulabe,ML,13.8065,-10.8321,72.46,96,100,3.11,overcast clouds
589,Te Anau,NZ,-45.4167,167.7167,44.08,94,100,7.52,moderate rain
590,Padang,ID,-0.9492,100.3543,82.45,91,100,3.4,overcast clouds
591,Phuket,TH,8.0,98.25,86.22,70,40,9.22,scattered clouds
592,Robertsport,LR,6.7533,-11.3686,77.63,75,43,7.99,scattered clouds
593,Pimenta Bueno,BR,-11.6725,-61.1936,74.64,36,0,2.71,clear sky
594,Shenjiamen,CN,29.9576,122.298,80.04,73,58,10.6,broken clouds
595,Puerto Narino,CO,-3.7703,-70.3831,75.15,97,15,3.0,light rain
596,Amahai,ID,-3.3333,128.9167,82.04,77,61,8.37,broken clouds
597,Ballangen,NO,68.3428,16.8315,55.4,93,90,8.05,light rain
598,Sao Gabriel,BR,-30.3364,-54.32,68.52,75,0,9.19,clear sky
599,Lagoa,PT,39.05,-27.9833,72.75,86,39,16.04,scattered clouds
600,Juneau,US,58.3019,-134.4197,57.22,97,90,3.44,mist
601,Zhovtneve,UA,50.6637,24.2492,51.21,79,0,7.7,clear sky
602,Thinadhoo,MV,0.5333,72.9333,81.86,71,20,6.35,few clouds
603,Marystown,CA,47.1666,-55.1483,63.09,89,99,7.99,overcast clouds
604,Monrovia,LR,6.3005,-10.7969,76.5,74,44,7.61,scattered clouds
605,Nimaparha,IN,20.0667,86.0167,86.4,71,88,15.37,moderate rain
606,Belem,BR,-1.4558,-48.5044,78.84,89,0,9.22,clear sky
607,Birao,CF,10.2849,22.7882,71.2,97,100,4.76,overcast clouds
608,Anloga,GH,5.7947,0.8973,77.22,82,99,10.25,overcast clouds
609,Port Keats,AU,-14.25,129.55,87.44,39,0,9.28,clear sky
610,Raudeberg,NO,61.9875,5.1352,53.2,73,97,18.1,overcast clouds
611,Trindade,BR,-16.6494,-49.4889,67.75,38,0,5.41,clear sky
612,Nikel,RU,69.4128,30.222,51.98,93,97,3.09,overcast clouds
613,Dukat,RU,62.55,155.55,58.55,63,100,10.07,overcast clouds
614,Xichang,CN,27.8964,102.2634,72.5,88,100,3.87,overcast clouds
615,Sao Domingos,BR,-13.3983,-46.3183,66.15,56,2,11.18,clear sky
616,Roma,US,43.2128,-75.4557,74.39,89,75,10.36,moderate rain
617,Tommot,RU,58.9564,126.2925,58.35,95,100,3.29,light rain
618,Kolpashevo,RU,58.3131,82.9089,60.01,73,88,9.89,light rain
619,Kibala,TD,9.1104,18.3463,75.15,78,75,11.5,thunderstorm
620,Labuhan,ID,-6.8844,112.2051,87.67,56,76,5.06,broken clouds
621,Westlock,CA,54.1502,-113.8688,68.41,48,100,12.5,overcast clouds
622,Voskresenskoye,RU,56.8381,45.4317,72.32,66,29,5.14,scattered clouds
623,Baltiysk,RU,54.6538,19.911,58.98,80,100,26.4,overcast clouds
624,Hay River,CA,60.8156,-115.7999,57.18,88,75,3.44,broken clouds
625,Agadez,NE,19.75,10.25,85.66,37,72,8.9,broken clouds
626,Kirishi,RU,59.4471,32.0205,56.16,85,86,9.55,overcast clouds
627,Sikasso,ML,10.9167,-7.0,69.39,94,93,1.86,overcast clouds
628,Yar-Sale,RU,66.8333,70.8333,47.93,66,89,15.43,overcast clouds
629,Tucuman,AR,-26.8241,-65.2226,71.6,43,0,9.22,clear sky
630,Gibsons,CA,49.3997,-123.5027,69.8,87,50,3.65,scattered clouds
631,Lianzhou,CN,24.7811,112.3825,88.45,67,92,3.22,overcast clouds
632,Gari,RU,59.4307,62.3497,68.99,62,62,2.71,broken clouds
633,Salamanca,ES,40.8333,-6.0,56.98,59,5,6.8,clear sky
634,New Ulm,US,44.3125,-94.4605,75.16,78,1,6.91,clear sky
635,Glenwood Springs,US,39.5505,-107.3248,64.13,93,90,5.75,overcast clouds
636,Porbandar,IN,21.6422,69.6093,84.18,79,75,11.5,haze
637,Baracoa,CU,20.3467,-74.4958,80.67,83,100,9.04,overcast clouds
638,Pochutla,MX,15.7432,-96.4661,79.83,93,75,2.68,broken clouds
639,Sinnamary,GF,5.3833,-52.95,77.61,87,8,7.85,clear sky
640,Alta Floresta,BR,-9.8756,-56.0861,72.07,36,0,4.34,clear sky
641,Manzanillo,CU,20.3433,-77.1167,78.26,79,100,3.96,overcast clouds
642,Praia,CV,14.9215,-23.5087,77.54,94,75,8.05,broken clouds
643,Moose Factory,CA,51.2585,-80.6094,68.0,88,1,2.3,clear sky
644,Tarboro,US,35.8968,-77.5358,79.18,94,1,3.44,mist
645,Aras,ES,42.5617,-2.356,57.61,77,90,5.75,overcast clouds
646,Balkhash,KZ,46.844,74.9804,79.41,38,0,11.18,clear sky
647,Colares,PT,38.7992,-9.4469,64.29,76,2,18.05,clear sky
648,Asfi,MA,32.2994,-9.2372,67.78,91,0,11.52,clear sky
649,Mittagong,AU,-34.45,150.45,64.99,33,92,3.0,overcast clouds
650,Montefiascone,IT,42.5393,12.0362,67.48,68,4,4.74,clear sky
651,Rabaul,PG,-4.1967,152.1721,84.47,67,79,6.58,broken clouds
652,Zhigansk,RU,66.7697,123.3711,54.81,83,95,8.52,overcast clouds
653,Polunochnoye,RU,60.8697,60.4153,67.96,64,42,2.59,scattered clouds
654,Batagay-Alyta,RU,67.8006,130.4114,65.08,43,99,2.53,overcast clouds
655,Inzer,RU,54.2167,57.5556,74.19,41,56,3.27,broken clouds
656,Galgamacsa,HU,47.6956,19.3872,58.55,77,0,4.16,clear sky
657,Mora,CM,11.0461,14.1401,70.81,92,100,5.82,light rain
658,Levikha,RU,57.5836,59.9003,73.06,56,32,1.36,scattered clouds
659,Namyslow,PL,51.0759,17.7228,65.66,73,92,10.25,overcast clouds
660,Katobu,ID,-4.9408,122.5276,81.9,78,88,8.84,overcast clouds
661,Mayo,US,38.8876,-76.5119,81.18,92,90,5.99,overcast clouds
662,Ballina,AU,-28.8667,153.5667,71.78,61,38,6.73,scattered clouds
663,Balabanovo,RU,55.1816,36.6606,66.31,95,55,4.25,broken clouds
664,Sampit,ID,-2.5333,112.95,81.3,83,98,2.64,light rain
665,Arlit,NE,18.7369,7.3853,86.83,44,46,4.85,scattered clouds
666,Carutapera,BR,-1.195,-46.02,75.96,90,51,4.76,broken clouds
667,Pietersburg,ZA,-23.9045,29.4688,47.25,57,0,2.3,clear sky
668,Pimentel,PE,-6.8367,-79.9342,62.01,85,93,5.01,overcast clouds
669,Hare Bay,CA,48.8499,-54.0148,72.75,86,96,5.99,overcast clouds
670,Aleysk,RU,52.4926,82.7822,74.14,47,100,5.08,overcast clouds
671,Cervo,ES,43.6702,-7.4101,61.2,79,69,10.49,broken clouds
672,Tateyama,JP,34.9833,139.8667,86.27,80,4,17.56,clear sky
673,Singkang,MY,2.1006,102.7994,78.69,94,98,5.57,light rain
674,Finnsnes,NO,69.2296,17.9811,54.21,91,67,5.46,broken clouds
675,Darhan,MN,49.4867,105.9228,66.65,51,71,12.17,broken clouds
676,Paragominas,BR,-2.9667,-47.4833,71.01,66,15,3.85,few clouds
677,Naron,ES,43.5167,-8.1528,62.02,88,30,8.14,scattered clouds
678,Gold Coast,AU,-28.0,153.4333,72.28,63,90,1.99,overcast clouds
679,Samandag,TR,36.0842,35.9771,81.12,78,59,9.26,broken clouds
680,Haian,CN,32.5436,120.45,83.7,65,54,3.53,light rain
681,Bathsheba,BB,13.2167,-59.5167,77.61,88,75,6.91,broken clouds
682,Pacific Grove,US,36.6177,-121.9166,63.43,88,75,1.99,broken clouds
683,Liverpool,GB,53.4106,-2.9779,59.29,87,90,1.01,overcast clouds
684,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.98,99,85,2.26,overcast clouds
685,Prince Rupert,CA,54.3161,-130.3201,57.29,94,90,6.91,moderate rain
686,Porto Velho,BR,-8.7619,-63.9039,77.05,78,0,0.0,clear sky
687,Ossora,RU,59.2353,163.0719,55.8,91,100,5.28,light rain
688,Salvador,SV,13.8333,-88.9167,72.0,96,99,0.47,moderate rain
689,Bonfim,BR,3.0833,-59.95,76.46,84,100,3.71,light rain
690,Baijiantan,CN,45.6333,85.1833,80.08,38,1,8.88,clear sky
691,Painesville,US,41.7245,-81.2457,74.03,94,90,0.0,overcast clouds
692,Huarmey,PE,-10.0681,-78.1522,63.18,87,43,10.27,scattered clouds
693,Pangnirtung,CA,66.1451,-65.7125,47.03,90,100,2.01,overcast clouds
694,Kawalu,ID,-7.3817,108.2082,79.5,71,95,4.54,overcast clouds
