City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Namtsy,RU,2021-08-15 01:48:01,62.7161,129.6658,66.31,72,100,4.83
283,Sabla,NG,2021-08-15 01:48:02,12.7525,4.7077,76.21,83,70,11.14
284,Kaputa,ZM,2021-08-15 01:48:02,-8.4689,29.6619,66.78,48,0,5.99
285,Kismayo,SO,2021-08-15 01:48:03,-0.3582,42.5454,74.62,83,33,17.0
286,Iqaluit,CA,2021-08-15 01:48:03,63.7506,-68.5145,47.93,81,90,8.05
287,Te Anau,NZ,2021-08-15 01:48:04,-45.4167,167.7167,45.14,94,100,6.87
288,Anshun,CN,2021-08-15 01:48:04,26.25,105.9333,64.8,97,100,6.85
289,Nadym,RU,2021-08-15 01:48:04,65.5333,72.5167,62.71,66,1,22.46
290,Port Hardy,CA,2021-08-15 01:48:05,50.6996,-127.4199,69.98,73,75,6.91
291,Conselheiro Pena,BR,2021-08-15 01:48:05,-19.1722,-41.4722,70.72,61,1,3.22
292,Dudinka,RU,2021-08-15 01:48:06,69.4058,86.1778,56.68,86,100,18.57
293,Honiara,SB,2021-08-15 01:48:06,-9.4333,159.95,83.91,79,62,6.71
294,Thompson,CA,2021-08-15 01:45:14,55.7435,-97.8558,75.36,69,75,3.44
295,Adrar,MR,2021-08-15 01:48:07,20.5022,-10.0711,94.8,18,30,8.68
296,Hovd,MN,2021-08-15 01:48:07,48.0056,91.6419,64.71,53,100,3.78
297,Chapais,CA,2021-08-15 01:48:08,49.7834,-74.8492,55.18,85,10,4.59
298,Mangai,CD,2021-08-15 01:48:08,-4.05,19.5333,72.81,68,73,0.94
299,Guane,CU,2021-08-15 01:48:08,22.2025,-84.0875,78.82,88,95,5.73
300,Baghdad,IQ,2021-08-15 01:46:11,33.3406,44.4009,89.92,23,0,9.64
301,Orange Cove,US,2021-08-15 01:48:09,36.6244,-119.3137,101.57,17,64,4.0
302,Itacare,BR,2021-08-15 01:48:09,-14.2775,-38.9967,69.69,85,8,5.68
303,Sioux Lookout,CA,2021-08-15 01:48:10,50.1001,-91.917,77.38,49,75,3.44
304,Tarancon,ES,2021-08-15 01:48:10,40.0085,-3.0073,83.34,24,8,8.93
305,Fort Nelson,CA,2021-08-15 01:47:49,58.8053,-122.7002,76.59,29,20,5.75
306,Esmeraldas,BR,2021-08-15 01:44:40,-19.7625,-44.3139,69.04,57,20,5.57
307,Kruisfontein,ZA,2021-08-15 01:48:11,-34.0033,24.7314,45.88,82,1,4.16
308,Lavrentiya,RU,2021-08-15 01:48:11,65.5833,-171.0,54.1,71,100,5.68
309,Saint George,US,2021-08-15 01:48:12,37.1041,-113.5841,84.67,23,36,2.39
310,Nadvoitsy,RU,2021-08-15 01:48:12,63.8667,34.3167,57.36,90,98,9.15
311,Panaba,MX,2021-08-15 01:48:13,21.2833,-88.2667,77.92,86,3,5.1
312,Cairns,AU,2021-08-15 01:48:13,-16.9167,145.7667,80.06,76,40,12.66
313,Bontang,ID,2021-08-15 01:48:14,0.1333,117.5,83.17,72,94,3.94
314,Micheweni,TZ,2021-08-15 01:48:14,-4.9667,39.8333,73.85,82,68,10.47
315,Vao,NC,2021-08-15 01:48:14,-22.6667,167.4833,67.46,67,14,17.92
316,Dabrowa Tarnowska,PL,2021-08-15 01:48:15,50.1746,20.9863,68.68,87,6,5.39
317,Parrita,CR,2021-08-15 01:48:15,9.5201,-84.3225,82.98,94,100,5.95
318,Cabo San Lucas,MX,2021-08-15 01:46:44,22.8909,-109.9124,89.62,73,1,11.99
319,Ouallam,NE,2021-08-15 01:48:16,14.3188,2.0866,80.44,75,6,11.41
320,Lincoln,US,2021-08-15 01:46:54,40.8,-96.667,78.13,58,6,3.0
321,Asau,RO,2021-08-15 01:48:16,46.4333,26.4,62.96,82,1,4.27
322,Springbok,ZA,2021-08-15 01:48:16,-29.6643,17.8865,46.11,64,0,11.79
323,Warrnambool,AU,2021-08-15 01:48:17,-38.3833,142.4833,60.82,65,0,23.89
324,Port Macquarie,AU,2021-08-15 01:48:17,-31.4333,152.9167,67.96,47,0,4.7
325,Pauini,BR,2021-08-15 01:48:18,-7.7136,-66.9764,74.95,54,13,0.81
326,Tepeapulco,MX,2021-08-15 01:48:18,19.7833,-98.55,51.39,91,26,7.45
327,Jolalpan,MX,2021-08-15 01:48:18,18.325,-98.8417,73.29,85,26,0.34
328,Itoman,JP,2021-08-15 01:48:19,26.1247,127.6694,86.02,86,20,12.66
329,Fortuna,US,2021-08-15 01:48:19,40.5982,-124.1573,77.41,89,75,1.01
330,Samarkand,UZ,2021-08-15 01:48:20,39.6542,66.9597,67.42,34,0,9.22
331,Bosaso,SO,2021-08-15 01:48:20,11.2842,49.1816,90.55,43,100,23.96
332,Imeni Poliny Osipenko,RU,2021-08-15 01:48:20,52.4201,136.4853,73.89,57,1,6.15
333,Salalah,OM,2021-08-15 01:48:21,17.0151,54.0924,75.29,100,90,5.75
334,Santiago,CL,2021-08-15 01:44:56,-33.4569,-70.6483,49.15,71,75,11.5
335,Archidona,ES,2021-08-15 01:48:21,37.0965,-4.3887,82.42,16,6,3.62
336,Dawson Creek,CA,2021-08-15 01:48:22,55.7666,-120.2362,76.64,36,1,20.71
337,Altay,CN,2021-08-15 01:48:22,47.8667,88.1167,58.68,79,100,2.42
338,Waipawa,NZ,2021-08-15 01:48:23,-41.4122,175.5153,52.43,52,0,2.98
339,Jalalpur,PK,2021-08-15 01:48:23,32.6374,74.2183,78.67,78,40,11.5
340,Tuatapere,NZ,2021-08-15 01:48:23,-46.1333,167.6833,54.82,79,87,6.4
341,Boa Vista,BR,2021-08-15 01:48:24,2.8197,-60.6733,78.78,89,40,4.61
342,Yantal,RU,2021-08-15 01:48:24,56.8471,105.2542,66.99,79,90,7.76
343,Hawera,NZ,2021-08-15 01:48:24,-39.5917,174.2833,55.45,66,99,14.25
344,Juncos,PR,2021-08-15 01:48:25,18.2275,-65.921,82.15,88,69,3.71
345,Beringovskiy,RU,2021-08-15 01:48:25,63.05,179.3167,61.2,62,96,8.88
346,Sembe,CG,2021-08-15 01:48:26,1.6481,14.5806,69.4,95,15,2.19
347,Kichera,RU,2021-08-15 01:48:26,55.9375,110.0997,74.14,46,8,2.17
348,Merauke,ID,2021-08-15 01:48:26,-8.4667,140.3333,81.21,77,91,12.41
349,Santa Barbara,US,2021-08-15 01:46:54,34.7333,-120.0343,74.82,57,8,6.76
350,Tomatlan,MX,2021-08-15 01:48:27,19.9333,-105.25,79.45,86,7,3.6
351,Saint-Georges,GD,2021-08-15 01:48:27,12.0564,-61.7485,80.28,89,75,14.97
352,Banda Aceh,ID,2021-08-15 01:48:28,5.5577,95.3222,77.9,85,100,12.5
353,Torbay,CA,2021-08-15 01:45:14,47.6666,-52.7314,70.75,94,90,2.3
354,Baillif,GP,2021-08-15 01:48:29,16.0202,-61.7463,76.5,86,100,8.39
355,Diu,IN,2021-08-15 01:48:29,20.7141,70.9822,80.8,79,100,12.97
356,Kaitangata,NZ,2021-08-15 01:48:29,-46.2817,169.8464,55.18,63,82,9.15
357,Tessalit,ML,2021-08-15 01:48:30,20.1986,1.0114,91.15,20,11,8.68
358,Sandnessjoen,NO,2021-08-15 01:48:30,66.0217,12.6316,53.58,86,100,21.32
359,Zhezkazgan,KZ,2021-08-15 01:48:31,47.8043,67.7144,60.35,45,19,10.83
360,Richards Bay,ZA,2021-08-15 01:48:31,-28.783,32.0377,57.65,81,99,8.25
361,Mercedes,AR,2021-08-15 01:48:31,-34.6515,-59.4307,53.85,84,0,3.96
362,Xingyi,CN,2021-08-15 01:48:32,24.1877,102.817,62.56,98,100,2.68
363,Yulara,AU,2021-08-15 01:48:32,-25.2406,130.9889,67.84,22,6,8.05
364,Anloga,GH,2021-08-15 01:48:33,5.7947,0.8973,77.22,86,58,11.56
365,Penarroya-Pueblonuevo,ES,2021-08-15 01:48:33,38.3,-5.2667,86.45,23,51,0.98
366,Maniitsoq,GL,2021-08-15 01:48:33,65.4167,-52.9,44.69,98,100,13.94
367,Olafsvik,IS,2021-08-15 01:48:34,64.8945,-23.7142,52.32,83,87,15.46
368,Coolum Beach,AU,2021-08-15 01:48:34,-26.5333,153.1,75.34,60,10,4.63
369,Da Nang,VN,2021-08-15 01:48:35,16.0678,108.2208,93.18,46,20,6.91
370,Faya,SA,2021-08-15 01:48:35,18.3851,42.4509,69.91,36,12,0.85
371,Shubarshi,KZ,2021-08-15 01:48:35,48.5872,57.1869,70.48,27,0,4.12
372,Dourbali,TD,2021-08-15 01:48:36,11.8091,15.8632,75.11,88,100,3.65
373,Aguimes,ES,2021-08-15 01:48:36,27.9054,-15.4461,68.63,88,20,27.63
374,Cordoba,AR,2021-08-15 01:48:37,-31.4135,-64.1811,55.76,52,0,1.99
375,Coquimbo,CL,2021-08-15 01:43:40,-29.9533,-71.3436,53.33,82,90,9.22
376,Koch Bihar,IN,2021-08-15 01:48:37,26.3167,89.4333,76.64,97,100,5.35
377,Mahibadhoo,MV,2021-08-15 01:48:38,3.7833,72.9667,82.4,72,84,18.21
378,Buraydah,SA,2021-08-15 01:48:38,26.326,43.975,86.45,16,99,7.45
379,Berdigestyakh,RU,2021-08-15 01:48:38,62.0989,126.6992,75.54,62,100,6.29
380,Sinnamary,GF,2021-08-15 01:48:39,5.3833,-52.95,77.0,88,47,7.83
381,Mulchen,CL,2021-08-15 01:48:39,-37.7167,-72.2333,42.66,85,25,1.9
382,Paamiut,GL,2021-08-15 01:48:40,61.994,-49.6678,45.39,99,100,11.27
383,Padang,ID,2021-08-15 01:48:40,-0.9492,100.3543,77.05,88,100,3.15
384,Omboue,GA,2021-08-15 01:48:41,-1.5746,9.2618,75.56,87,94,8.16
385,Rio Grande,BR,2021-08-15 01:48:41,-32.035,-52.0986,57.94,96,100,5.59
386,Cascais,PT,2021-08-15 01:46:11,38.6979,-9.4215,69.15,68,22,5.99
387,Zyryanka,RU,2021-08-15 01:48:42,65.75,150.85,52.74,68,100,5.21
388,Sao Joao Da Barra,BR,2021-08-15 01:48:42,-21.6403,-41.0511,68.59,91,63,8.12
389,Aberdeen,GB,2021-08-15 01:47:40,57.1437,-2.0981,55.89,92,90,1.14
390,Poum,NC,2021-08-15 01:48:42,-20.2333,164.0167,71.92,59,0,16.91
391,Mao,ES,2021-08-15 01:48:43,39.8885,4.2658,77.56,100,0,9.22
392,Mogadishu,SO,2021-08-15 01:48:43,2.0371,45.3438,75.45,84,70,18.86
393,Hami,CN,2021-08-15 01:48:44,42.8,93.45,88.39,19,100,11.27
394,Santa Lucia,ES,2021-08-15 01:48:44,27.9117,-15.5407,63.72,88,20,27.63
395,Naze,JP,2021-08-15 01:48:44,28.3667,129.4833,83.32,79,100,13.82
396,Kalevala,RU,2021-08-15 01:48:45,65.2,31.1667,55.9,93,95,9.19
397,Flinders,AU,2021-08-15 01:48:45,-34.5833,150.8552,68.05,42,38,7.0
398,Lannion,FR,2021-08-15 01:48:46,48.75,-3.4167,62.85,100,90,5.75
399,The Valley,AI,2021-08-15 01:48:46,18.217,-63.0578,84.06,87,46,23.31
400,Wiltz,LU,2021-08-15 01:48:46,49.9689,5.9319,61.34,87,5,2.04
401,Narsaq,GL,2021-08-15 01:48:47,60.9167,-46.05,48.42,90,100,1.32
402,Gadung,PH,2021-08-15 01:48:48,6.8025,124.02,84.02,66,100,2.66
403,Ialibu,PG,2021-08-15 01:48:48,-6.2821,143.9935,65.03,41,84,5.55
404,Crixas,BR,2021-08-15 01:48:48,-14.5489,-49.9692,76.98,28,0,2.39
405,Camocim,BR,2021-08-15 01:48:49,-2.9022,-40.8411,77.65,76,91,6.96
406,Bac Lieu,VN,2021-08-15 01:48:49,9.285,105.7244,82.89,74,100,3.65
407,Lut-Od,PH,2021-08-15 01:48:49,10.2572,123.6294,84.85,67,34,2.95
408,Mogocha,RU,2021-08-15 01:48:50,53.7333,119.7667,73.63,41,2,3.87
409,Hamilton,US,2021-08-15 01:47:28,39.1834,-84.5333,75.99,65,1,4.61
410,Sicuani,PE,2021-08-15 01:48:50,-14.2694,-71.2261,48.92,49,35,6.51
411,Port Lincoln,AU,2021-08-15 01:45:15,-34.7333,135.8667,61.9,48,0,13.71
412,Moerai,PF,2021-08-15 01:48:51,-22.4333,-151.3333,73.22,76,7,6.64
413,Nyurba,RU,2021-08-15 01:48:51,63.2842,118.3319,60.8,89,100,2.86
414,Berlevag,NO,2021-08-15 01:48:52,70.8578,29.0864,46.83,81,81,8.75
415,Kungurtug,RU,2021-08-15 01:48:52,50.5994,97.5228,62.8,70,100,0.43
416,Verkhovazhye,RU,2021-08-15 01:48:53,60.7472,42.0465,58.12,87,97,6.15
417,Poltavka,RU,2021-08-15 01:48:53,54.3663,71.7632,62.01,63,30,5.12
418,Kupino,RU,2021-08-15 01:48:53,54.3663,77.2981,59.86,78,66,4.79
419,Korla,CN,2021-08-15 01:48:54,41.7597,86.1469,80.35,28,98,3.96
420,Bengkulu,ID,2021-08-15 01:48:54,-3.8004,102.2655,80.67,76,100,1.63
421,Kholtoson,RU,2021-08-15 01:48:55,50.2981,103.3097,69.33,68,13,0.6
422,Pareora,NZ,2021-08-15 01:48:55,-44.4871,171.2132,53.2,53,88,3.96
423,Okhotsk,RU,2021-08-15 01:48:55,59.3833,143.3,66.27,76,50,4.92
424,Kologriv,RU,2021-08-15 01:48:56,58.8275,44.3178,60.28,70,100,4.59
425,Oktyabrskiy,RU,2021-08-15 01:48:56,54.4815,53.471,61.77,71,94,4.99
426,Lom Sak,TH,2021-08-15 01:48:57,16.7798,101.2422,76.89,100,75,3.44
427,Sofiyivka,UA,2021-08-15 01:48:57,48.0493,33.8746,60.96,53,96,8.84
428,Kiunga,PG,2021-08-15 01:48:58,-6.1219,141.2906,82.65,80,89,4.21
429,Tallahassee,US,2021-08-15 01:47:22,30.4383,-84.2807,81.63,89,75,5.75
430,Ulladulla,AU,2021-08-15 01:48:58,-35.35,150.4667,67.87,34,54,3.71
431,Heihe,CN,2021-08-15 01:48:59,50.2441,127.4902,73.98,61,6,4.65
432,My Tho,VN,2021-08-15 01:48:59,10.35,106.35,82.44,79,100,2.46
433,Morden,CA,2021-08-15 01:47:58,49.1919,-98.1014,87.66,22,1,2.3
434,Yokadouma,CM,2021-08-15 01:49:00,3.5167,15.05,70.14,93,100,1.21
435,Vila Franca Do Campo,PT,2021-08-15 01:49:00,37.7167,-25.4333,73.81,88,66,12.03
436,Sergeyevka,KZ,2021-08-15 01:49:00,53.88,67.4158,63.0,51,10,7.45
437,Mayumba,GA,2021-08-15 01:49:01,-3.432,10.6554,74.12,90,99,4.7
438,Bambanglipuro,ID,2021-08-15 01:49:01,-7.95,110.2833,83.07,68,3,6.6
439,Hambantota,LK,2021-08-15 01:49:02,6.1241,81.1185,82.74,74,75,16.11
440,Saint-Augustin,CA,2021-08-15 01:49:02,51.226,-58.6502,63.07,97,78,3.94
441,San Cristobal,VE,2021-08-15 01:49:03,7.7669,-72.225,71.78,98,91,2.68
442,Fairbanks,US,2021-08-15 01:49:03,64.8378,-147.7164,57.09,59,90,1.01
443,Cherskiy,RU,2021-08-15 01:49:03,68.75,161.3,45.18,74,100,11.56
444,Jacqueville,CI,2021-08-15 01:49:04,5.2052,-4.4146,75.11,86,6,9.44
445,Shurob,TJ,2021-08-15 01:49:04,40.0491,70.5489,65.43,38,100,9.78
446,Turayf,SA,2021-08-15 01:49:04,31.6725,38.6637,75.45,50,0,4.61
447,Vredendal,ZA,2021-08-15 01:49:05,-31.6683,18.5012,53.33,60,0,9.06
448,Axim,GH,2021-08-15 01:49:05,4.8699,-2.2405,74.77,84,8,6.98
449,Flin Flon,CA,2021-08-15 01:49:06,54.7682,-101.865,76.91,42,88,6.6
450,Portland,US,2021-08-15 01:47:04,45.5234,-122.6762,94.89,46,90,1.01
451,Ketchikan,US,2021-08-15 01:49:06,55.3422,-131.6461,59.47,77,90,12.66
452,Alice Springs,AU,2021-08-15 01:47:57,-23.7,133.8833,72.95,17,0,5.75
453,Jamsa,FI,2021-08-15 01:49:07,61.8642,25.19,56.14,96,100,7.83
454,Jasper,US,2021-08-15 01:45:04,37.2001,-94.3502,77.02,72,2,7.38
455,Marrakesh,MA,2021-08-15 01:49:07,31.6315,-8.0083,93.27,21,40,1.14
456,Askarovo,RU,2021-08-15 01:49:07,53.3372,58.5089,54.55,47,7,4.47
457,Vanimo,PG,2021-08-15 01:49:08,-2.6741,141.3028,85.87,66,100,7.65
458,Laguna,US,2021-08-15 01:49:08,38.421,-121.4238,103.32,34,1,5.01
459,Flagstaff,US,2021-08-15 01:49:09,35.1981,-111.6513,78.12,40,1,5.99
460,Mount Gambier,AU,2021-08-15 01:49:09,-37.8333,140.7667,60.71,59,40,27.63
461,Yaan,NG,2021-08-15 01:49:10,7.3833,8.5667,71.65,97,97,5.57
462,Oum Hadjer,TD,2021-08-15 01:49:10,13.2954,19.6966,79.32,77,100,5.91
463,Saint-Francois,FR,2021-08-15 01:49:10,46.4154,3.9054,73.18,91,0,5.75
464,Moose Factory,CA,2021-08-15 01:49:11,51.2585,-80.6094,62.58,72,75,5.75
465,Port-Gentil,GA,2021-08-15 01:49:11,-0.7193,8.7815,76.78,86,99,12.28
466,Brainerd,US,2021-08-15 01:47:20,46.358,-94.2008,84.22,32,1,12.66
467,Mayya,RU,2021-08-15 01:49:12,61.7333,130.2811,65.52,36,87,5.75
468,Lucea,JM,2021-08-15 01:49:12,18.451,-78.1736,82.26,79,29,7.36
469,Teofilo Otoni,BR,2021-08-15 01:44:43,-17.8575,-41.5053,63.55,71,4,4.27
470,Makarov,RU,2021-08-15 01:49:13,48.6333,142.8,63.9,65,1,10.27
471,Sakakah,SA,2021-08-15 01:49:13,29.9697,40.2064,85.57,20,1,6.35
472,Clyde River,CA,2021-08-15 01:49:13,70.4692,-68.5914,39.87,93,100,1.16
473,Dasoguz,TM,2021-08-15 01:49:14,41.8363,59.9666,62.55,48,0,9.22
474,Saint-Pierre,RE,2021-08-15 01:49:14,-21.3393,55.4781,65.84,84,90,6.91
475,Terrak,NO,2021-08-15 01:49:15,65.087,12.3715,53.47,94,100,5.68
476,Grand Gaube,MU,2021-08-15 01:49:15,-20.0064,57.6608,70.2,75,85,5.99
477,Labuhan,ID,2021-08-15 01:49:15,-6.8844,112.2051,83.43,68,19,7.2
478,Esperance,AU,2021-08-15 01:49:16,-33.8667,121.9,57.04,62,61,4.63
479,Qaqortoq,GL,2021-08-15 01:49:16,60.7167,-46.0333,48.7,98,100,4.21
480,Haines Junction,CA,2021-08-15 01:49:17,60.7522,-137.5108,57.15,51,100,12.66
481,Itarema,BR,2021-08-15 01:49:17,-2.9248,-39.9167,75.83,80,14,7.65
482,San Rafael,AR,2021-08-15 01:48:57,-34.6177,-68.3301,55.9,24,100,8.14
483,Lira,UG,2021-08-15 01:49:18,2.235,32.9097,64.36,92,100,0.98
484,Bandarbeyla,SO,2021-08-15 01:49:18,9.4942,50.8122,78.1,71,78,26.4
485,Santa Vitoria Do Palmar,BR,2021-08-15 01:49:18,-33.5189,-53.3681,55.33,96,100,3.0
486,Teya,RU,2021-08-15 01:49:19,60.3778,92.6267,60.42,67,3,4.23
487,Tarpon Springs,US,2021-08-15 01:49:19,28.1461,-82.7568,79.0,94,1,1.99
488,Martapura,ID,2021-08-15 01:49:19,-3.4167,114.85,84.29,74,20,5.75
489,Simpang,ID,2021-08-15 01:49:20,-1.2667,104.0833,82.35,74,48,4.52
490,Andenes,NO,2021-08-15 01:49:20,69.3143,16.1194,49.98,87,90,20.71
491,Ulaangom,MN,2021-08-15 01:49:21,49.9811,92.0667,61.68,81,100,5.75
492,Marsh Harbour,BS,2021-08-15 01:49:21,26.5412,-77.0636,83.08,68,100,14.23
493,Champerico,GT,2021-08-15 01:49:22,14.3,-91.9167,83.35,78,100,7.52
494,Taybad,IR,2021-08-15 01:49:22,34.74,60.7756,70.05,24,0,15.57
495,Razdolinsk,RU,2021-08-15 01:49:22,58.4211,94.6658,61.65,68,14,5.32
496,Bat Khela,PK,2021-08-15 01:48:37,34.6167,71.9714,73.02,70,89,2.46
497,Waddan,LY,2021-08-15 01:49:23,29.1614,16.139,74.35,69,0,7.61
498,Tabou,CI,2021-08-15 01:49:23,4.423,-7.3528,74.01,78,9,6.62
499,Manokwari,ID,2021-08-15 01:49:24,-0.8667,134.0833,82.92,70,88,6.6
500,Shingu,JP,2021-08-15 01:49:24,33.7333,135.9833,77.99,94,100,8.77
501,Sosnovo-Ozerskoye,RU,2021-08-15 01:49:24,52.5249,111.5418,68.05,56,15,7.38
502,Atbasar,KZ,2021-08-15 01:49:25,51.8,68.3333,63.12,47,28,2.39
503,Luganville,VU,2021-08-15 01:49:25,-15.5333,167.1667,75.51,78,95,16.6
504,San Carlos,VE,2021-08-15 01:49:26,9.6612,-68.5827,71.4,99,100,1.03
505,Komsomolskiy,UZ,2021-08-15 01:49:26,40.4272,71.7189,75.92,25,100,9.22
506,Jiwani,PK,2021-08-15 01:49:27,25.05,61.7417,79.03,83,96,5.84
507,Chernyshevskiy,RU,2021-08-15 01:49:27,63.0128,112.4714,59.43,79,100,5.21
508,Karatau,KZ,2021-08-15 01:49:28,43.1667,70.4667,60.76,55,2,6.46
509,Jiayuguan,CN,2021-08-15 01:49:28,39.8167,98.3,80.17,26,2,14.52
510,Verkhniy Avzyan,RU,2021-08-15 01:49:28,53.5289,57.5372,55.09,55,5,0.78
511,Szczytno,PL,2021-08-15 01:49:29,53.5626,20.9875,51.73,100,0,0.0
512,Harper,LR,2021-08-15 01:49:29,4.375,-7.7169,74.59,75,16,6.87
513,Khandbari,NP,2021-08-15 01:49:30,27.3747,87.2039,72.27,95,100,0.25
514,Gat,IL,2021-08-15 01:49:30,31.61,34.7642,78.4,76,0,3.0
515,Tazovskiy,RU,2021-08-15 01:49:31,67.4667,78.7,59.02,90,100,17.69
516,Launceston,AU,2021-08-15 01:49:31,-41.45,147.1667,54.81,84,90,8.99
517,Jalu,LY,2021-08-15 01:49:31,29.0331,21.5482,79.86,43,0,10.63
518,Mayo,US,2021-08-15 01:49:32,38.8876,-76.5119,83.01,86,100,7.0
519,Angoche,MZ,2021-08-15 01:49:32,-16.2325,39.9086,72.27,71,32,11.99
520,Maliq,AL,2021-08-15 01:49:33,40.7058,20.6997,61.18,72,0,1.25
521,Akyab,MM,2021-08-15 01:49:33,20.15,92.9,82.56,82,100,9.71
522,Jumla,NP,2021-08-15 01:49:33,29.2747,82.1838,65.19,80,24,0.27
523,Narrabri,AU,2021-08-15 01:49:34,-30.3167,149.7833,70.52,32,8,4.61
524,Daman,IN,2021-08-15 01:49:34,20.4167,72.85,80.89,80,94,8.77
525,Bobrovytsya,UA,2021-08-15 01:49:35,50.75,31.3833,63.61,63,9,4.88
526,Kaihua,CN,2021-08-15 01:49:35,23.3687,104.28,67.73,96,100,3.4
527,Port-Cartier,CA,2021-08-15 01:49:35,50.0334,-66.8654,64.62,98,94,2.46
528,Lensk,RU,2021-08-15 01:49:36,60.7253,114.9278,76.62,60,98,2.98
529,Chegdomyn,RU,2021-08-15 01:49:36,51.1167,133.0167,74.14,61,9,3.02
530,Naron,ES,2021-08-15 01:46:07,43.5167,-8.1528,67.05,93,7,3.04
531,Maralal,KE,2021-08-15 01:49:37,1.0968,36.698,55.98,81,75,6.2
532,Suruc,TR,2021-08-15 01:49:37,36.9761,38.425,77.2,45,0,8.68
533,Hanyang,CN,2021-08-15 01:49:38,32.1371,105.5126,71.26,83,98,2.26
534,Syracuse,IT,2021-08-15 01:49:38,37.0881,15.2792,83.62,63,0,3.6
535,Taoudenni,ML,2021-08-15 01:49:39,22.6783,-3.9836,96.94,11,7,7.65
536,Kavaratti,IN,2021-08-15 01:49:39,10.5669,72.642,81.14,77,100,15.7
537,Yenagoa,NG,2021-08-15 01:49:39,4.9247,6.2642,74.88,91,92,3.94
538,Ipixuna,BR,2021-08-15 01:49:40,-1.7625,-48.8043,75.15,95,55,3.4
539,Calhoun,US,2021-08-15 01:49:40,42.2506,-85.0005,69.55,77,1,0.0
540,Lorengau,PG,2021-08-15 01:49:40,-2.0226,147.2712,85.6,68,57,9.33
541,Porto Belo,BR,2021-08-15 01:49:41,-27.1578,-48.5531,62.58,95,100,3.29
542,Kurumkan,RU,2021-08-15 01:49:41,54.3,110.3,71.44,55,12,3.62
543,Teluk Nibung,ID,2021-08-15 01:49:41,3.001,99.8164,79.63,81,99,6.73
544,Yeroham,IL,2021-08-15 01:49:42,30.9872,34.9314,72.34,81,0,4.16
545,Kaspiysk,RU,2021-08-15 01:49:42,42.8816,47.6392,78.98,73,40,15.66
546,Kampot,KH,2021-08-15 01:49:43,10.6167,104.1833,77.05,74,100,4.76
547,Aksarka,RU,2021-08-15 01:49:43,66.5606,67.7975,56.68,81,98,24.76
548,Fort Smith,US,2021-08-15 01:49:43,35.3859,-94.3986,82.44,74,1,6.91
549,Bestobe,KZ,2021-08-15 01:49:44,52.4994,73.0975,61.7,61,100,4.21
550,Cravo Norte,CO,2021-08-15 01:49:44,6.3017,-70.2041,72.05,93,100,3.89
551,Malanville,BJ,2021-08-15 01:49:44,11.8685,3.3899,73.89,94,57,5.88
552,Kosovska Mitrovica,XK,2021-08-15 01:49:45,42.8833,20.8667,66.6,60,0,4.52
553,Kem,RU,2021-08-15 01:49:45,64.9555,34.5793,56.25,94,44,11.25
554,Hirara,JP,2021-08-15 01:49:46,24.8,125.2833,86.27,79,40,12.66
555,Manaure,CO,2021-08-15 01:49:46,11.7751,-72.4445,83.59,69,25,9.82
556,Hay River,CA,2021-08-15 01:48:57,60.8156,-115.7999,58.98,82,75,16.11
557,Paramirim,BR,2021-08-15 01:49:47,-13.4425,-42.2389,65.88,55,1,5.26
558,Smithfield,US,2021-08-15 01:45:50,41.922,-71.5495,81.45,73,1,4.61
559,Asyut,EG,2021-08-15 01:49:47,27.181,31.1837,80.78,33,0,8.46
560,Kununurra,AU,2021-08-15 01:49:48,-15.7667,128.7333,87.78,23,0,17.27
561,Malinyi,TZ,2021-08-15 01:49:48,-8.9333,36.1333,69.55,68,100,0.89
562,Barguzin,RU,2021-08-15 01:49:48,53.6167,109.6167,72.9,53,5,5.66
563,Okha,RU,2021-08-15 01:49:49,53.5739,142.9478,71.71,50,100,10.33
564,Nome,US,2021-08-15 01:49:49,64.5011,-165.4064,50.16,93,90,10.36
